2026-04-15 16:01:30 | DEV  | SCAN        | 43 SAML apps                            | ok        | candidates=3 no_match=23 already_oin=9 inactive=3 legacy=1 replaced=4
2026-04-16 10:00:56 | DEV  | AI_REVIEW   | Sentry                                  | confirmed | Sentry — Verified OIN app with exact name match.
2026-04-16 10:00:56 | DEV  | AI_REVIEW   | ServiceNow - Dev                        | confirmed | ServiceNow UD — ServiceNow UD is the standard verified OIN template for all ServiceNow instances; environment suffix explains non-exact match.
2026-04-16 10:00:56 | DEV  | AI_REVIEW   | ServiceNow - Eval                       | confirmed | ServiceNow UD — ServiceNow UD is the standard verified OIN template for all ServiceNow instances; environment suffix explains non-exact match.
2026-04-16 10:00:56 | DEV  | AI_REVIEW   | ServiceNow - Prod                       | confirmed | ServiceNow UD — ServiceNow UD is the standard verified OIN template for all ServiceNow instances; environment suffix explains non-exact match.
2026-04-16 10:00:56 | DEV  | AI_REVIEW   | ServiceNow - Staging                    | confirmed | ServiceNow UD — ServiceNow UD is the standard verified OIN template for all ServiceNow instances; environment suffix explains non-exact match.
2026-04-16 10:00:56 | DEV  | AI_REVIEW   | Singlewire                              | confirmed | Singlewire InformaCast — Singlewire's primary enterprise product is InformaCast; verified OIN app is the clear match for the 'Singlewire' label.
2026-04-16 10:00:56 | DEV  | AI_REVIEW   | Survey                                  | review_nee| Label 'Survey' is too generic to confirm Rational Survey — the Senate may use SurveyMonkey, Qualtrics, or another survey platform; needs verification of the actual vendor.
2026-04-16 10:00:56 | DEV  | AI_REVIEW   | Survey                                  | review_nee| Label 'Survey' is too generic to confirm Rational Survey — the Senate may use SurveyMonkey, Qualtrics, or another survey platform; needs verification of the actual vendor.
2026-04-16 10:00:56 | DEV  | AI_REVIEW   | Symplicity                              | suggested | Symplicity — Exact name match against the Symplicity OIN app; unverified status warrants a quick check before confirming.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | Symplicity - Booker                     | suggested | Symplicity — Exact name match to unverified OIN app; Symplicity is a known constituent services platform used by Congressional offices — confirm the OIN integration is functional before migrating all senator instances.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | Symplicity - Fischer                    | suggested | Symplicity — Same as Booker instance — exact name match to unverified OIN app; verify once and apply to all senator Symplicity apps.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | Symplicity - Heinrich                   | suggested | Symplicity — Symplicity OIN app is an exact name match but unverified; same recommendation applies across all senator instances.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | Symplicity - Kaine                      | suggested | Symplicity — Symplicity OIN app is an exact name match but unverified; same recommendation applies across all senator instances.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | Symplicity - Markey                     | suggested | Symplicity — Symplicity OIN app is an exact name match but unverified; same recommendation applies across all senator instances.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | Symplicity - Tester                     | suggested | Symplicity — Symplicity OIN app is an exact name match but unverified; same recommendation applies across all senator instances.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | Sympliciy - Warren                      | suggested | Symplicity — Label has a typo ('Sympliciy') but clearly maps to the same Symplicity OIN app; same recommendation applies.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | UCC-Cisco-UCCE                          | no_oin    | UCCE (Unified Contact Center Enterprise) is an on-premises Cisco product with no dedicated OIN SAML template; none of the matched Cisco OIN apps correspond to UCCE.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | UCC-CUCM                                | no_oin    | CUCM (Cisco Unified Communications Manager) is an on-premises telephony platform with no OIN SAML template; the matched Cisco candidates are unrelated cloud products.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | UKG Kronos_Test                         | suggested | UKG Ready — Kronos Workforce Ready was rebranded to UKG Ready; UKG Ready is the correct OIN equivalent, though the test suffix and on-prem vs. cloud distinction should be confirmed before migrating.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | Webex Control Hub (FEDRamp)             | suggested | Cisco Webex — Cisco Webex (ciscocommonidentity) is the standard OIN app for Webex Control Hub SSO; no separate FedRAMP OIN template exists — FedRAMP tenant configuration is handled within the app, not via a different catalog entry.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | Webex Meetings                          | confirmed | Cisco Webex Meetings — Cisco Webex Meetings (key=webex) is a verified OIN app and a direct name match for a standalone Webex Meetings integration.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | Zoom                                    | confirmed | Zoom for Government — Per policy for federal orgs, prefer the verified gov-variant OIN app; Zoom for Government is the correct choice for the US Senate.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | *SAML Test App #1                       | no_oin    | SAML test app with no production product identity; no OIN migration applicable.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | AgilQuest                               | no_oin    | AgilQuest is a niche workplace hoteling/management platform with no known OIN entry in Okta's catalog.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | CE Services                             | no_oin    | CE Services is a Senate-specific application with no OIN equivalent.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Casey-it01  | no_oin    | ComputerWorks-InterTrac is a Senate-specific application with no OIN equivalent.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Reed-it01   | no_oin    | ComputerWorks-InterTrac is a Senate-specific application with no OIN equivalent.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Reed-it02   | no_oin    | ComputerWorks-InterTrac is a Senate-specific application with no OIN equivalent.
2026-04-16 10:01:57 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Schumer-it01| no_oin    | ComputerWorks-InterTrac is a Senate-specific application with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Sinema-it01 | no_oin    | ComputerWorks-InterTrac is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | DataPointer SSO                         | no_oin    | DataPointer is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | Democratic Cloakroom VPS (JEMNS)        | no_oin    | Democratic Cloakroom and JEMNS are both known Senate-specific systems with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | Disbursing GRB SSO                      | no_oin    | GRB (Government Receivables Bureau / Senate Disbursing disbursement system) is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | ECM                                     | no_oin    | Label 'ECM' is too generic with no vendor name; likely an internal or custom content management system with no identifiable OIN app.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | Exiger                                  | no_oin    | Exiger is a niche third-party risk and supply chain due-diligence platform with no known OIN listing.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | iConstituent                            | no_oin    | iConstituent is a known Senate-specific custom instance with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | iConstituent - Legacy                   | no_oin    | iConstituent Legacy is a known Senate-specific custom instance with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | Infodesk SSO                            | no_oin    | Infodesk is a niche legislative and government news monitoring service with no known OIN listing.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | IPTV                                    | no_oin    | IPTV is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | IPTV - Testing server                   | no_oin    | IPTV Testing Server is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | JEMNS SSO                               | no_oin    | JEMNS is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | KeyCloak Vyopta SSO                     | no_oin    | Keycloak is an open-source IdP acting as a proxy here; Vyopta is a niche collaboration analytics tool with no known OIN listing — neither component maps to an OIN app.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | Kronos_Test                             | suggested | Kronos Workforce Central — Kronos (now UKG) workforce management has established OIN listings (Kronos Workforce Central, UKG Pro, UKG Dimensions) — verify which product variant the Senate uses before selecting the specific template.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | Law360                                  | no_oin    | Law360 is a niche legal news subscription service with no known OIN listing.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | Lexis Advance                           | no_oin    | LexisNexis Advance is a major legal research platform but does not have a confirmed OIN listing in Okta's catalog.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | LFTS2 (Kiteworks)                       | suggested | Kiteworks — Kiteworks (formerly Accellion) is a major secure content/file-sharing platform with a known OIN listing — the label explicitly names the vendor.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | MATT-Openshift                          | no_oin    | MATT-Openshift is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | MoveSpring                              | no_oin    | MoveSpring is a niche corporate wellness/step-challenge platform with no known OIN listing.
2026-04-16 10:02:53 | DEV  | AI_REVIEW   | OneStream                               | suggested | OneStream — OneStream is a major enterprise CPM/EPM platform used by large organizations and likely has an OIN listing, but verify before replacing the custom SAML config.
2026-04-16 10:05:33 | PROD | SCAN        | 116 SAML apps                           | ok        | candidates=53 no_match=61 already_oin=2 inactive=0 legacy=0 replaced=0
2026-04-16 10:09:23 | PROD | SCAN        | 116 SAML apps                           | ok        | candidates=53 no_match=61 already_oin=2 inactive=0 legacy=0 replaced=0
2026-04-16 10:10:26 | DEV  | SCAN        | 46 SAML apps                            | ok        | candidates=1 no_match=24 already_oin=12 inactive=3 legacy=1 replaced=5
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Adaptive SSO                            | suggested | Adaptive Insights — Adaptive Insights (now Workday Adaptive Planning) is commonly labeled 'Adaptive SSO' in enterprise SAML configs; Adaptive Shield is an unrelated SSPM product.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Adaptive SSO - Admin                    | suggested | Adaptive Insights — Admin-role instance of Adaptive Insights SSO; same reasoning as LABEL=Adaptive SSO, Adaptive Shield is not a match.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Adobe Cloud Services                    | suggested | Adobe Creative Cloud — 'Adobe Cloud Services' is a common generic label for Creative Cloud SSO; Experience Manager and Sign are distinct products and clearly not the match.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Adobe Connect                           | review_nee| Adobe Connect is a distinct web-conferencing product; none of the three candidates (Creative Cloud, Experience Manager, Sign) match — search OIN catalog for Adobe Connect specifically.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Adobe Connect (test)                    | review_nee| Test instance of Adobe Connect; same candidate mismatch as the production app — none of the listed candidates are Adobe Connect.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | AlertMedia                              | confirmed | AlertMedia — Exact name match, verified OIN app.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Asana                                   | confirmed | Asana — Exact name match, verified OIN app.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Box Enterprise Plus                     | confirmed | Box — Box (boxnet) is the correct verified OIN app for Box Enterprise Plus.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Carbon Black ER                         | review_nee| Carbon Black (VMware/Broadcom EDR) has no relation to Carbon Voice (telecom); search OIN for the Carbon Black Cloud or Carbon Black EDR app.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Carbon Black ER DEV                     | review_nee| DEV instance of Carbon Black ER; same candidate mismatch — Carbon Voice is unrelated to Carbon Black endpoint security.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Cisco Webex Control Hub                 | confirmed | Cisco Webex — Cisco Webex (ciscocommonidentity) is the correct OIN app for Webex Control Hub SSO; other Cisco candidates are unrelated products.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | CSOD-Pilot                              | confirmed | Cornerstone OnDemand — CSOD is the standard abbreviation for Cornerstone OnDemand; exact OIN match, verified.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | CSOD-PILOT-FED                          | confirmed | Cornerstone OnDemand — Federal pilot environment of Cornerstone OnDemand; no separate gov OIN variant exists, cornerstone is correct.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | CSOD-STG                                | confirmed | Cornerstone OnDemand — Staging environment of Cornerstone OnDemand; same OIN template applies across all environments.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | CSOD-STG-FED                            | confirmed | Cornerstone OnDemand — Federal staging environment of Cornerstone OnDemand; cornerstone OIN template is correct.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | CSOD-TAM                                | confirmed | Cornerstone OnDemand — TAM (tenant/training) environment of Cornerstone OnDemand; same OIN template.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | CSODFed-TAM                             | confirmed | Cornerstone OnDemand — Federal TAM environment of Cornerstone OnDemand; cornerstone OIN template is correct.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Duo Admin Portal                        | confirmed | Duo Admin Panel — Duo Admin Panel (duoadminpanel) is the direct match; prefer non-encrypted variant unless encrypted assertions are confirmed in use.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | Everlaw                                 | confirmed | Everlaw — Exact name match, verified OIN app.
2026-04-16 10:10:51 | DEV  | AI_REVIEW   | GCP Production                          | confirmed | Google Cloud Platform — Exact OIN match for GCP, verified app.
2026-04-16 10:12:34 | PROD | SCAN        | 116 SAML apps                           | ok        | candidates=53 no_match=61 already_oin=2 inactive=0 legacy=0 replaced=0
2026-04-16 10:15:04 | PROD | SCAN        | 116 SAML apps                           | ok        | candidates=53 no_match=61 already_oin=2 inactive=0 legacy=0 replaced=0
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Adaptive SSO                            | confirmed | Adaptive Insights — Adaptive SSO is the SSO entry point for Adaptive Insights (Workday Adaptive Planning); Adaptive Shield is an unrelated SaaS security posture product.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Adaptive SSO - Admin                    | confirmed | Adaptive Insights — Admin variant of Adaptive Insights SSO; same OIN app applies, Adaptive Shield is not relevant.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Adobe Cloud Services                    | suggested | Adobe Creative Cloud — Adobe Cloud Services most likely refers to Creative Cloud, but the OIN app is unverified — confirm the exact Adobe product in use before migrating.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Adobe Connect                           | suggested | Adobe Connect — Adobe Connect is a distinct web conferencing product with its own OIN app; none of the staged candidates are correct matches.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Adobe Connect (test)                    | suggested | Adobe Connect — Test instance of Adobe Connect — same OIN app as production applies; staged candidates are incorrect.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | AlertMedia                              | confirmed | AlertMedia — Exact verified OIN match.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Asana                                   | confirmed | Asana — Exact verified OIN match.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Box Enterprise Plus                     | confirmed | Box — Box Enterprise Plus is a licensing tier, not a separate product; the verified Box OIN app is the correct template.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Carbon Black ER                         | no_oin    | Carbon Black ER (Endpoint Response) is an on-prem/private-cloud EDR product with no standard OIN template; Carbon Voice candidate is completely unrelated.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Carbon Black ER DEV                     | no_oin    | DEV instance of Carbon Black ER — same determination as production; no OIN equivalent exists and Carbon Voice candidate is unrelated.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Cisco Webex Control Hub                 | confirmed | Cisco Webex — Webex Control Hub authenticates through Cisco Common Identity, the same platform as the Cisco Webex OIN app.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | CSOD-Pilot                              | confirmed | Cornerstone OnDemand — CSOD is the standard abbreviation for Cornerstone OnDemand; exact verified OIN match.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | CSOD-PILOT-FED                          | confirmed | Cornerstone OnDemand — Federal pilot instance of Cornerstone OnDemand; same verified OIN app applies.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | CSOD-STG                                | confirmed | Cornerstone OnDemand — Staging instance of Cornerstone OnDemand; same verified OIN app applies.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | CSOD-STG-FED                            | confirmed | Cornerstone OnDemand — Federal staging instance of Cornerstone OnDemand; same verified OIN app applies.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | CSOD-TAM                                | confirmed | Cornerstone OnDemand — TAM-managed instance of Cornerstone OnDemand; same verified OIN app applies.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | CSODFed-TAM                             | confirmed | Cornerstone OnDemand — Federal TAM-managed instance of Cornerstone OnDemand; same verified OIN app applies.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Duo Admin Portal                        | review_nee| Two valid candidates exist — standard Duo Admin Panel and encrypted-assertions variant; pick based on whether the current SAML config uses encrypted assertions.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | Everlaw                                 | confirmed | Everlaw — Exact verified OIN match.
2026-04-16 10:16:23 | DEV  | AI_REVIEW   | GCP Production                          | confirmed | Google Cloud Platform — Exact verified OIN match for GCP.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | GitLab SSO                              | confirmed | GitLab — Single verified candidate is the standard GitLab SSO OIN app; label difference is only the word 'SSO' which is not part of the OIN display name.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | Kronos                                  | review_nee| Two unverified candidates exist — Kronos SAML (Workforce) and SaaShr Payroll — and the generic label 'Kronos' does not distinguish which product the Senate is using.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | Lookout                                 | suggested | Lookout Secure Access — Lookout Secure Access is the primary Lookout enterprise ZTNA/SSO product and is verified, but the generic label 'Lookout' could also refer to Lookout Mobile Security — verify which product is in use.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | PeopleSoft (SandBox)                    | no_oin    | All candidates are third-party security proxy platforms layered in front of PeopleSoft, not PeopleSoft itself; Oracle PeopleSoft is on-premises ERP and has no native OIN template.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | Quill                                   | confirmed | Quill — Exact name match, verified OIN app.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | Quill Staging                           | confirmed | Quill — Staging instance of Quill; same verified OIN template applies with environment-specific configuration.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | SailPoint                               | confirmed | SailPoint IdentityIQ — SailPoint is a well-known shorthand for SailPoint IdentityIQ and this is the only verified candidate.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | Salesforce                              | review_nee| Multiple valid verified Salesforce OIN variants exist — standard vs. Federated ID are the two most likely and require human confirmation of the Senate's Salesforce org configuration.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | SAML Tester                             | no_oin    | SAML Tester is an internal SAML validation utility, not a real application; all surfaced candidates are unrelated SAML apps matched on the word 'SAML'.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | SANS ACLP                               | suggested | SAP Litmos — SANS delivers some training programs through the SAP Litmos LMS platform, but ACLP is a specific program and should be verified against the actual SP metadata to confirm Litmos is the backing platform.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | SANS Training - Litmos                  | confirmed | SAP Litmos — Label explicitly names Litmos; SAP Litmos is the verified OIN app for this platform.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | Sentry                                  | confirmed | Sentry — Exact name match, verified OIN app.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | ServiceNow - Dev                        | confirmed | ServiceNow UD — ServiceNow UD (Universal Domain) is the current standard verified OIN template for all ServiceNow instances including dev environments.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | ServiceNow - Eval                       | confirmed | ServiceNow UD — ServiceNow UD is the correct verified OIN template for this eval instance.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | ServiceNow - Prod                       | confirmed | ServiceNow UD — ServiceNow UD is the correct verified OIN template for the production instance.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | ServiceNow - Staging                    | confirmed | ServiceNow UD — ServiceNow UD is the correct verified OIN template for this staging instance.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | Singlewire                              | confirmed | Singlewire InformaCast — Singlewire is the company; InformaCast is their sole enterprise mass notification product and the only verified OIN app under this vendor.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | Survey                                  | review_nee| Label 'Survey' is too generic to confirm Rational Survey — could be SurveyMonkey, Qualtrics, or another tool; check SP metadata or app URL to identify the actual product.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | Survey                                  | review_nee| Duplicate generic 'Survey' label with a different app ID — same ambiguity as the prior Survey app; verify actual product before assigning OIN template.
2026-04-16 10:17:26 | DEV  | AI_REVIEW   | Symplicity                              | suggested | Symplicity — Exact name match but the OIN app is unverified; confirm the app functions correctly with the Symplicity OIN template before promoting to confirmed.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | Symplicity - Booker                     | confirmed | Symplicity — Exact name match; Symplicity is an enterprise CRM used by congressional offices and has an OIN entry, though unverified.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | Symplicity - Fischer                    | confirmed | Symplicity — Exact name match; same product as other Symplicity senator office instances.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | Symplicity - Heinrich                   | confirmed | Symplicity — Exact name match; same product as other Symplicity senator office instances.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | Symplicity - Kaine                      | confirmed | Symplicity — Exact name match; same product as other Symplicity senator office instances.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | Symplicity - Markey                     | confirmed | Symplicity — Exact name match; same product as other Symplicity senator office instances.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | Symplicity - Tester                     | confirmed | Symplicity — Exact name match; same product as other Symplicity senator office instances.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | Sympliciy - Warren                      | confirmed | Symplicity — Typo in label ('Sympliciy') but matches Symplicity OIN app; same product as other senator office instances.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | UCC-Cisco-UCCE                          | no_oin    | UCCE (Unified Contact Center Enterprise) is an on-premises Cisco product with no dedicated OIN SAML template; none of the Cisco candidates match.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | UCC-CUCM                                | no_oin    | CUCM (Unified Communications Manager) is an on-premises Cisco PBX with no OIN SAML template; none of the Cisco candidates match.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | UKG Kronos_Test                         | review_nee| UKG Ready is a different product line from Kronos; the correct OIN app is likely UKG Dimensions (formerly Kronos Workforce Dimensions) or UKG Pro — human must identify the exact UKG product in use.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | Webex Control Hub (FEDRamp)             | suggested | Cisco Webex — Cisco Webex (ciscocommonidentity) is the standard OIN app covering Control Hub SSO; no dedicated FedRAMP OIN variant exists — verify tenant URL is pointed at the FedRAMP environment in the app config.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | Webex Meetings                          | confirmed | Cisco Webex Meetings — Cisco Webex Meetings (key=webex) is a verified OIN app and a direct name match for Webex Meetings.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | Zoom                                    | confirmed | Zoom for Government — Federal government org must use the verified Zoom for Government OIN variant per policy preference for gov/FedRAMP apps.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | *SAML Test App #1                       | no_oin    | SAML test app with no real vendor — no OIN equivalent exists.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | AgilQuest                               | no_oin    | AgilQuest is a niche workspace hoteling product with no known OIN SAML template in Okta's catalog.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | CE Services                             | no_oin    | CE Services is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Casey-it01  | no_oin    | ComputerWorks InterTrac is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Reed-it01   | no_oin    | ComputerWorks InterTrac is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Reed-it02   | no_oin    | ComputerWorks InterTrac is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:18:13 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Schumer-it01| no_oin    | ComputerWorks InterTrac is a known Senate-specific application with no OIN equivalent.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | ComputerWorks - InterTrac - Sinema-it01 | no_oin    | ComputerWorks-InterTrac is a known Senate-specific proprietary app with no OIN equivalent.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | DataPointer SSO                         | no_oin    | DataPointer is a known Senate-specific proprietary app with no OIN equivalent.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | Democratic Cloakroom VPS (JEMNS)        | no_oin    | Democratic Cloakroom and JEMNS are both known Senate-specific apps with no OIN equivalents.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | Disbursing GRB SSO                      | no_oin    | GRB (Government Reimbursement Bureau) is a known Senate-specific disbursing system with no OIN equivalent.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | ECM                                     | review_nee| ECM is a generic acronym that could map to multiple enterprise products (OpenText, M-Files, Laserfiche, etc.) — human must identify the underlying vendor.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | Exiger                                  | no_oin    | Exiger is a niche supply chain risk and compliance platform with no known OIN app in Okta's catalog.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | iConstituent                            | no_oin    | iConstituent is a known Senate-specific custom instance with no applicable OIN equivalent.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | iConstituent - Legacy                   | no_oin    | iConstituent Legacy is the same Senate-specific custom instance — no OIN equivalent.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | Infodesk SSO                            | no_oin    | Infodesk is a niche government news monitoring and intelligence service with no known OIN app.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | IPTV                                    | no_oin    | IPTV is a known Senate-specific internal system with no OIN equivalent.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | IPTV - Testing server                   | no_oin    | IPTV Testing is the same Senate-specific system — no OIN equivalent.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | JEMNS SSO                               | no_oin    | JEMNS is a known Senate-specific app with no OIN equivalent.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | KeyCloak Vyopta SSO                     | no_oin    | Vyopta is a niche video analytics platform and KeyCloak is an IdP — neither has a known OIN target app entry; this integration requires custom SAML.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | Kronos_Test                             | suggested | UKG Pro — Kronos is now UKG; UKG Pro has a verified OIN app — verify whether the Senate uses UKG Pro, UKG Ready, or Kronos Workforce Central to select the correct entry.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | Law360                                  | no_oin    | Law360 is a specialized legal news service with no known OIN app; SSO is typically handled via custom SAML with the vendor.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | Lexis Advance                           | suggested | LexisNexis — LexisNexis is a major enterprise legal research platform with known OIN presence — verify the exact app key matches the Lexis Advance/Lexis+ product tier in use.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | LFTS2 (Kiteworks)                       | suggested | Kiteworks — Kiteworks (formerly Accellion) is an enterprise secure content platform with a known OIN app — the LFTS2 label is a Senate-internal alias.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | MATT-Openshift                          | no_oin    | MATT-Openshift is a known Senate-specific OpenShift deployment with no OIN equivalent.
2026-04-16 10:19:17 | DEV  | AI_REVIEW   | MoveSpring                              | no_oin    | MoveSpring is a small corporate wellness/step-challenge platform with no known OIN app in Okta's catalog.
